Area,Instructions,Size,Priority,Bandwidth,Delay,Score,Allocated_Worker
3,183,13,0.5,26,61,39.25,2
1,198,15,0.5,38,59,41.69,2
3,166,16,0.5,31,61,39.55,2
1,158,20,0.5,31,45,55.46,2
3,182,13,0.5,27,44,56.23,2
2,110,20,0.5,38,50,50.72,2
3,120,14,0.5,30,55,45.37,2
3,104,20,0.5,41,61,39.86,2
3,182,16,0.5,47,45,56.08,2
1,171,13,0.5,50,62,39.25,2
2,189,17,0.5,41,45,55.77,2
2,112,19,0.5,28,59,41.39,2
3,171,11,0.5,35,36,64.49,2
1,146,11,0.5,43,50,50.87,2
3,191,16,0.5,35,57,43.68,2
1,151,14,0.5,30,66,34.5,2
3,171,14,0.5,43,63,38.02,2
1,198,11,0.5,37,54,46.74,2
2,110,11,0.5,39,60,40.78,2
1,103,18,0.5,29,53,47.36,2
2,144,11,0.5,42,41,59.75,2
2,117,18,0.5,26,67,33.28,2
2,113,18,0.5,30,59,41.39,2
3,102,13,0.5,31,40,60.36,2
3,193,14,0.5,39,65,35.88,2
2,178,13,0.5,42,66,34.96,2
2,127,20,0.5,31,58,42.46,2
1,140,12,0.5,41,38,62.81,2
2,171,13,0.5,35,51,49.65,2
2,107,16,0.5,27,54,46.28,2
2,186,11,0.5,48,51,50.11,2
3,113,15,0.5,50,61,40.16,2
2,107,11,0.5,33,44,56.54,2
1,192,13,0.5,48,31,70.0,2
2,183,19,0.5,34,38,62.5,2
3,192,15,0.5,42,43,57.76,2
1,176,18,0.5,27,64,36.34,2
3,157,20,0.5,27,56,44.3,2
2,125,13,0.5,35,58,42.61,2
1,111,13,0.5,28,68,32.36,2
2,196,13,0.5,36,62,38.63,2
3,106,19,0.5,37,54,46.74,2
3,125,17,0.5,39,48,52.71,2
1,125,13,0.5,37,43,57.61,2
3,101,11,0.5,32,35,65.41,2
1,189,11,0.5,47,36,64.95,2
1,184,20,0.5,37,33,67.55,2
1,188,20,0.5,29,54,46.44,2
3,150,17,0.5,39,37,63.73,2
2,109,16,0.5,30,69,31.44,2
3,124,15,0.5,36,35,65.56,2
3,173,11,0.5,40,69,31.9,2
3,123,19,0.5,31,53,47.51,2
1,111,14,0.5,46,34,66.94,2
3,193,13,0.5,39,56,44.75,2
2,133,15,0.5,34,70,30.68,2
1,192,13,0.5,37,49,51.64,2
2,115,15,0.5,39,53,47.81,2
2,179,12,0.5,42,57,43.84,2
1,115,15,0.5,34,64,36.65,2
3,195,17,0.5,30,63,37.41,2
1,194,12,0.5,43,44,56.84,2
2,180,18,0.5,44,67,34.05,2
1,128,16,0.5,33,62,38.63,2
3,141,18,0.5,35,59,41.69,2
2,143,11,0.5,47,51,50.11,2
1,115,13,0.5,49,65,36.19,2
2,189,15,0.5,43,58,42.92,2
1,153,16,0.5,40,38,62.66,2
1,166,17,0.5,28,41,59.29,2
2,194,20,0.5,30,59,41.39,2
1,144,20,0.5,44,44,56.84,2
2,192,14,0.5,40,37,63.73,2
3,109,17,0.5,34,64,36.65,2
1,189,16,0.5,46,45,55.92,2
1,161,13,0.5,27,38,62.2,2
1,147,11,0.5,35,60,40.62,2
1,170,16,0.5,31,58,42.46,2
2,139,18,0.5,37,50,50.72,2
2,168,16,0.5,31,33,67.4,2
3,132,15,0.5,40,34,66.63,2
3,102,13,0.5,46,33,67.86,2
3,114,19,0.5,37,55,45.67,2
3,135,14,0.5,31,51,49.5,2
2,126,19,0.5,50,49,52.1,2
1,159,15,0.5,46,70,31.14,2
3,136,19,0.5,40,31,69.69,2
1,156,15,0.5,41,32,68.78,2
1,104,20,0.5,45,31,69.85,2
3,144,15,0.5,49,53,48.12,2
1,184,13,0.5,39,36,64.64,2
1,153,17,0.5,35,50,50.57,2
1,195,11,0.5,45,64,37.11,2
1,187,13,0.5,37,42,58.68,2
2,168,16,0.5,29,44,56.38,2
1,181,20,0.5,33,63,37.56,2
1,110,19,0.5,32,40,60.36,2
2,106,15,0.5,50,44,57.15,2
1,112,20,0.5,46,42,58.98,2
2,176,19,0.5,25,54,46.28,2
2,163,12,0.5,26,54,46.28,2
1,185,20,0.5,35,44,56.54,2
1,158,18,0.5,44,68,32.97,2
1,184,13,0.5,41,44,56.84,2
1,150,20,0.5,47,51,50.11,2
2,103,17,0.5,50,63,38.18,2
1,172,12,0.5,39,65,35.88,2
2,164,14,0.5,30,36,64.34,2
1,150,18,0.5,45,32,68.93,2
2,103,14,0.5,25,52,48.27,2
1,123,11,0.5,37,50,50.72,2
1,139,11,0.5,37,49,51.64,2
2,199,19,0.5,26,39,61.13,2
2,135,12,0.5,39,41,59.75,2
2,185,19,0.5,25,60,40.32,2
2,163,13,0.5,28,60,40.32,2
1,142,15,0.5,46,70,31.14,2
2,158,15,0.5,35,45,55.62,2
1,154,19,0.5,40,33,67.7,2
1,128,19,0.5,46,68,33.13,2
2,130,20,0.5,36,39,61.58,2
3,197,14,0.5,49,42,59.14,2
3,180,20,0.5,41,59,41.85,2
2,136,13,0.5,30,36,64.34,2
2,112,12,0.5,38,57,43.68,2
1,194,12,0.5,26,50,50.26,2
2,152,16,0.5,39,48,52.71,2
2,182,16,0.5,47,48,53.02,2
3,125,17,0.5,25,58,42.31,2
2,178,19,0.5,35,67,33.74,2
2,195,18,0.5,38,65,35.73,2
3,176,19,0.5,43,68,32.97,2
1,189,11,0.5,47,50,51.03,2
1,185,12,0.5,27,52,48.27,2
3,121,20,0.5,38,31,69.54,2
3,193,14,0.5,50,38,63.11,2
2,190,14,0.5,36,43,57.61,2
1,140,14,0.5,25,35,65.1,2
3,198,14,0.5,36,59,41.69,2
2,180,20,0.5,48,56,45.06,2
2,182,17,0.5,43,64,36.95,2
1,172,18,0.5,34,39,61.43,2
2,188,18,0.5,26,58,42.31,2
3,183,18,0.5,42,56,44.91,2
1,126,18,0.5,44,64,36.95,2
2,162,17,0.5,40,50,50.72,2
2,116,16,0.5,36,38,62.5,2
2,110,14,0.5,42,64,36.95,2
2,194,17,0.5,26,37,63.11,2
3,107,15,0.5,28,54,46.28,2
2,126,19,0.5,44,39,61.89,2
1,152,19,0.5,50,39,62.04,2
1,153,15,0.5,29,64,36.49,2
1,128,19,0.5,39,59,41.85,2
3,200,12,0.5,29,50,50.42,2
2,128,15,0.5,47,43,58.07,2
3,191,12,0.5,31,34,66.33,2
2,148,12,0.5,50,66,35.27,2
1,197,20,0.5,48,32,68.93,2
3,150,13,0.5,33,66,34.66,2
2,111,14,0.5,41,47,53.78,2
1,121,17,0.5,45,32,68.93,2
2,155,11,0.5,50,38,63.11,2
1,102,13,0.5,29,35,65.26,2
1,102,11,0.5,27,47,53.32,2
3,130,14,0.5,34,66,34.66,2
1,156,20,0.5,27,62,38.33,2
1,171,11,0.5,35,38,62.5,2
3,180,20,0.5,25,63,37.26,2
3,128,18,0.5,42,67,33.89,2
2,112,16,0.5,50,38,63.11,2
3,173,20,0.5,28,55,45.37,2
3,134,11,0.5,38,70,30.83,2
2,156,15,0.5,49,35,66.02,2
2,137,18,0.5,39,68,32.82,2
2,181,16,0.5,26,64,36.34,2
2,198,14,0.5,38,53,47.66,2
1,180,13,0.5,27,49,51.33,2
3,167,14,0.5,43,67,34.05,2
2,166,18,0.5,32,36,64.34,2
1,114,15,0.5,41,54,46.9,2
3,146,20,0.5,47,47,54.09,2
2,111,13,0.5,42,41,59.75,2
2,119,12,0.5,27,54,46.28,2
1,153,11,0.5,33,31,69.39,2
3,109,18,0.5,41,69,31.9,2
3,126,11,0.5,50,33,68.01,2
3,158,20,0.5,31,67,33.59,2
3,198,17,0.5,31,43,57.45,2
3,102,12,0.5,31,62,38.48,2
3,157,19,0.5,38,49,51.64,2
2,127,11,0.5,45,37,63.88,2
1,193,20,0.5,28,44,56.23,2
3,173,12,0.5,46,34,66.94,2
2,146,14,0.5,29,64,36.49,2
3,153,15,0.5,37,44,56.69,2
3,112,15,0.5,25,44,56.23,2
1,127,11,0.5,43,54,46.9,2
2,196,16,0.5,27,37,63.27,2
1,122,16,0.5,40,60,40.78,2
3,154,19,0.5,42,31,69.69,2
1,123,20,0.5,39,55,45.83,2
1,144,17,0.5,50,69,32.21,2
1,105,11,0.5,38,43,57.61,2
3,155,12,0.5,25,66,34.35,2
3,177,14,0.5,49,62,39.25,2
2,200,12,0.5,26,49,51.18,2
3,111,13,0.5,30,43,57.3,2
3,143,13,0.5,29,36,64.34,2
1,170,15,0.5,28,70,30.37,2
2,185,20,0.5,31,49,51.49,2
2,175,14,0.5,45,44,56.99,2
3,138,13,0.5,32,51,49.5,2
2,156,13,0.5,41,58,42.92,2
3,195,18,0.5,35,48,52.56,2
2,118,14,0.5,32,69,31.6,2
3,148,12,0.5,46,35,65.87,2
2,140,18,0.5,48,61,40.16,2
1,165,13,0.5,33,66,34.66,2
3,123,17,0.5,31,38,62.35,2
1,172,14,0.5,39,51,49.8,2
3,178,17,0.5,41,45,55.77,2
2,141,18,0.5,43,45,55.92,2
1,200,11,0.5,34,47,53.48,2
2,122,12,0.5,31,53,47.51,2
1,136,17,0.5,28,37,63.27,2
2,123,14,0.5,46,47,53.93,2
1,110,16,0.5,38,68,32.82,2
1,156,18,0.5,33,36,64.49,2
2,154,17,0.5,32,70,30.53,2
3,123,17,0.5,38,63,37.72,2
1,123,18,0.5,40,36,64.64,2
1,136,15,0.5,49,61,40.16,2
3,174,20,0.5,38,64,36.8,2
3,184,12,0.5,44,41,59.9,2
3,165,18,0.5,48,39,62.04,2
2,148,16,0.5,32,38,62.35,2
1,193,19,0.5,40,33,67.7,2
1,179,19,0.5,35,36,64.49,2
2,112,12,0.5,43,42,58.83,2
1,119,17,0.5,34,64,36.65,2
1,101,18,0.5,49,46,55.16,2
3,190,11,0.5,47,51,50.11,2
1,127,12,0.5,50,45,56.08,2
2,123,16,0.5,31,55,45.52,2
3,102,20,0.5,37,39,61.58,2
2,166,15,0.5,39,31,69.69,2
1,140,20,0.5,36,54,46.59,2
2,199,18,0.5,50,70,31.29,2
2,156,13,0.5,36,63,37.72,2
1,146,19,0.5,35,66,34.66,2
1,196,11,0.5,28,33,67.25,2
1,118,12,0.5,33,45,55.46,2
3,170,14,0.5,42,31,69.69,2
2,110,13,0.5,33,31,69.39,2
1,143,14,0.5,27,41,59.29,2
2,123,14,0.5,30,65,35.42,2
2,123,15,0.5,37,44,56.69,2
2,163,12,0.5,30,55,45.37,2
1,188,15,0.5,41,45,55.77,2
2,135,15,0.5,41,53,47.81,2
2,146,18,0.5,35,32,68.47,2
1,120,20,0.5,25,35,65.1,2
2,162,16,0.5,31,35,65.41,2
1,177,11,0.5,36,66,34.66,2
3,181,15,0.5,42,45,55.77,2
1,123,19,0.5,41,53,47.81,2
1,173,13,0.5,42,67,33.89,2
3,170,14,0.5,45,48,53.02,2
1,157,15,0.5,50,47,54.09,2
2,109,14,0.5,39,37,63.73,2
2,107,16,0.5,45,54,47.05,2
3,116,11,0.5,40,48,52.71,2
2,181,17,0.5,43,60,40.93,2
2,110,20,0.5,35,39,61.58,2
1,175,14,0.5,37,31,69.54,2
2,185,20,0.5,46,51,49.96,2
3,134,12,0.5,34,40,60.51,2
1,118,15,0.5,41,58,42.92,2
2,107,14,0.5,34,68,32.67,2
2,113,17,0.5,44,35,65.87,2
2,146,18,0.5,49,66,35.27,2
2,121,11,0.5,44,47,53.93,2
2,117,19,0.5,49,55,46.13,2
3,192,13,0.5,44,70,30.99,2
3,146,15,0.5,38,36,64.64,2
2,136,18,0.5,40,53,47.81,2
2,141,15,0.5,46,34,66.94,2
1,176,19,0.5,36,42,58.52,2
2,156,15,0.5,35,45,55.62,2
3,142,11,0.5,48,55,46.13,2
2,131,13,0.5,37,45,55.62,2
3,189,11,0.5,49,53,48.12,2
3,159,14,0.5,42,56,44.91,2
3,165,15,0.5,43,40,60.82,2
2,185,20,0.5,43,60,40.93,2
2,175,13,0.5,46,48,53.02,2
3,140,20,0.5,39,34,66.63,2
1,170,13,0.5,27,60,40.32,2
1,175,15,0.5,46,52,49.04,2
2,158,15,0.5,27,51,49.34,2
1,199,12,0.5,40,46,54.7,2
1,141,17,0.5,37,69,31.75,2
1,156,16,0.5,40,64,36.8,2
1,161,17,0.5,48,65,36.19,2
3,192,13,0.5,38,61,39.71,2
1,168,20,0.5,45,63,38.02,2
1,195,12,0.5,45,50,51.03,2
1,184,20,0.5,25,43,57.15,2
3,127,13,0.5,29,43,57.3,2
1,179,13,0.5,30,49,51.33,2
2,200,14,0.5,34,55,45.52,2
1,190,15,0.5,39,47,53.78,2
2,179,14,0.5,42,61,39.86,2
3,137,14,0.5,37,60,40.78,2
2,109,12,0.5,34,33,67.4,2
3,175,20,0.5,36,66,34.66,2
2,140,20,0.5,32,68,32.52,2
3,108,18,0.5,39,50,50.72,2
3,170,12,0.5,35,41,59.6,2
1,171,16,0.5,44,53,47.97,2
1,101,17,0.5,46,52,49.04,2
1,105,16,0.5,40,45,55.77,2
1,115,15,0.5,35,35,65.56,2
2,116,11,0.5,32,43,57.45,2
1,184,18,0.5,39,56,44.75,2
2,137,15,0.5,32,51,49.5,2
3,143,15,0.5,32,69,31.6,2
3,197,18,0.5,49,44,57.15,2
2,107,11,0.5,30,32,68.32,2
3,185,11,0.5,28,45,55.31,2
1,149,15,0.5,39,41,59.75,2
2,196,15,0.5,41,65,35.88,2
2,186,14,0.5,33,54,46.59,2
1,159,18,0.5,26,50,50.26,2
1,125,12,0.5,32,66,34.5,2
2,104,20,0.5,27,37,63.27,2
3,167,14,0.5,47,59,42.15,2
1,115,17,0.5,26,39,61.13,2
1,134,20,0.5,49,60,41.24,2
1,191,15,0.5,34,45,55.46,2
2,132,12,0.5,28,44,56.23,2
2,161,12,0.5,33,41,59.44,2
3,146,18,0.5,39,36,64.64,2
3,162,19,0.5,29,47,53.32,2
2,127,19,0.5,40,68,32.82,2
1,183,11,0.5,30,40,60.36,2
1,131,17,0.5,50,56,45.21,2
2,101,19,0.5,32,50,50.42,2
3,110,18,0.5,33,51,49.5,2
1,119,11,0.5,47,47,54.09,2
2,104,17,0.5,46,34,66.94,2
3,155,15,0.5,44,48,52.86,2
1,127,15,0.5,31,45,55.46,2
1,194,13,0.5,47,36,64.95,2
3,125,12,0.5,31,64,36.49,2
3,170,14,0.5,46,67,34.05,2
1,174,11,0.5,42,54,46.9,2
3,104,14,0.5,45,35,65.87,2
1,103,13,0.5,46,34,66.94,2
3,144,13,0.5,30,62,38.48,2
2,140,18,0.5,40,44,56.69,2
1,137,15,0.5,37,39,61.58,2
1,159,19,0.5,49,42,59.14,2
3,171,14,0.5,36,69,31.75,2
1,114,17,0.5,44,44,56.84,2
1,173,15,0.5,47,39,62.04,2
1,129,19,0.5,42,65,35.88,2
3,134,12,0.5,26,60,40.32,2
3,200,14,0.5,41,52,48.89,2
3,170,20,0.5,26,54,46.28,2
1,187,11,0.5,43,67,34.05,2
1,127,17,0.5,30,39,61.28,2
2,129,20,0.5,37,56,44.75,2
2,152,12,0.5,30,48,52.4,2
1,188,11,0.5,37,34,66.63,2
2,193,13,0.5,29,48,52.4,2
3,105,19,0.5,33,40,60.51,2
3,129,13,0.5,28,58,42.31,2
3,166,19,0.5,38,70,30.83,2
1,138,14,0.5,29,50,50.42,2
3,133,12,0.5,49,32,69.08,2
3,164,19,0.5,33,39,61.43,2
3,107,11,0.5,37,66,34.81,2
3,147,11,0.5,31,36,64.34,2
1,177,12,0.5,31,38,62.35,2
1,160,12,0.5,36,70,30.68,2
1,127,19,0.5,38,33,67.55,2
2,133,20,0.5,46,57,43.99,2
1,120,11,0.5,44,42,58.83,2
3,180,17,0.5,26,67,33.28,2
3,129,14,0.5,39,50,50.72,2
1,166,13,0.5,41,69,31.9,2
3,164,18,0.5,34,63,37.56,2
2,186,13,0.5,44,67,34.05,2
1,140,19,0.5,35,35,65.56,2
3,190,19,0.5,37,35,65.56,2
1,161,18,0.5,49,60,41.24,2
2,136,14,0.5,25,35,65.1,2
2,160,17,0.5,44,63,38.02,2
1,131,20,0.5,42,31,69.69,2
1,141,13,0.5,49,37,64.03,2
2,196,17,0.5,44,64,36.95,2
3,101,14,0.5,40,44,56.69,2
3,101,15,0.5,35,66,34.66,2
1,179,19,0.5,36,55,45.67,2
1,122,15,0.5,47,35,66.02,2
2,155,15,0.5,33,51,49.5,2
3,132,17,0.5,33,48,52.56,2
1,171,16,0.5,35,45,55.62,2
2,142,16,0.5,36,43,57.61,2
2,140,17,0.5,26,31,69.08,2
3,190,14,0.5,33,57,43.53,2
3,176,12,0.5,41,53,47.81,2
3,195,13,0.5,50,45,56.08,2
3,198,13,0.5,46,45,55.92,2
3,148,16,0.5,25,64,36.34,2
3,126,16,0.5,49,41,60.05,2
2,143,11,0.5,30,43,57.3,2
3,153,16,0.5,47,38,62.96,2
2,157,20,0.5,49,60,41.24,2
1,122,13,0.5,25,45,55.16,2
2,173,15,0.5,27,47,53.32,2
2,101,19,0.5,27,43,57.3,2
1,125,15,0.5,39,42,58.68,2
3,165,15,0.5,31,35,65.41,2
1,156,16,0.5,41,45,55.77,2
3,119,20,0.5,49,59,42.15,2
1,148,17,0.5,33,36,64.49,2
1,172,15,0.5,44,37,63.88,2
3,165,18,0.5,43,43,57.91,2
3,175,16,0.5,45,32,68.93,2
3,185,16,0.5,50,55,46.13,2
3,106,20,0.5,31,63,37.56,2
2,190,14,0.5,25,46,54.24,2
2,147,18,0.5,34,63,37.56,2
3,200,12,0.5,46,35,65.87,2
2,146,14,0.5,43,47,53.93,2
3,185,12,0.5,48,69,32.21,2
1,105,14,0.5,37,54,46.74,2
2,130,13,0.5,38,41,59.6,2
1,111,19,0.5,48,65,36.19,2
3,152,15,0.5,45,55,45.98,2
1,152,15,0.5,48,50,51.03,2
1,166,17,0.5,38,38,62.66,2
2,152,15,0.5,43,67,34.05,2
3,174,12,0.5,40,43,57.76,2
3,116,16,0.5,48,64,37.11,2
1,170,17,0.5,32,38,62.35,2
3,171,20,0.5,36,41,59.6,2
2,118,14,0.5,50,58,43.22,2
2,175,14,0.5,27,34,66.17,2
3,168,18,0.5,25,40,60.21,2
2,175,14,0.5,46,58,43.07,2
3,182,16,0.5,49,69,32.21,2
2,113,11,0.5,34,61,39.55,2
3,185,15,0.5,26,63,37.26,2
2,124,17,0.5,33,67,33.59,2
3,125,14,0.5,27,61,39.4,2
3,145,19,0.5,27,54,46.28,2
3,180,19,0.5,40,48,52.71,2
3,143,12,0.5,41,48,52.86,2
1,179,17,0.5,25,54,46.28,2
1,133,19,0.5,26,54,46.28,2
2,130,18,0.5,28,56,44.3,2
1,189,11,0.5,41,54,46.9,2
2,102,11,0.5,45,44,56.99,2
1,135,19,0.5,35,62,38.63,2
1,160,11,0.5,30,49,51.33,2
1,127,13,0.5,33,32,68.47,2
3,114,14,0.5,41,53,47.81,2
3,196,16,0.5,28,64,36.34,2
2,132,19,0.5,41,36,64.8,2
3,166,20,0.5,46,48,53.02,2
2,168,19,0.5,49,55,46.13,2
1,148,14,0.5,33,49,51.49,2
2,172,12,0.5,33,40,60.51,2
2,180,16,0.5,25,41,59.14,2
2,193,12,0.5,25,44,56.23,2
3,196,18,0.5,39,61,39.86,2
2,167,13,0.5,40,54,46.74,2
2,104,12,0.5,38,31,69.54,2
1,132,18,0.5,35,65,35.73,2
3,160,18,0.5,40,39,61.74,2
3,134,20,0.5,25,68,32.36,2
1,119,13,0.5,47,50,51.03,2
2,187,11,0.5,32,47,53.48,2
2,138,11,0.5,46,64,37.11,2
3,151,17,0.5,49,51,50.11,2
3,125,11,0.5,45,49,51.95,2
3,174,19,0.5,45,62,39.09,2
1,189,18,0.5,37,34,66.63,2
1,127,11,0.5,50,63,38.18,2
3,184,14,0.5,45,38,62.96,2
3,118,11,0.5,30,65,35.42,2
3,101,20,0.5,36,69,31.75,2
3,105,15,0.5,27,52,48.27,2
2,142,20,0.5,37,69,31.75,2
3,107,16,0.5,44,70,30.99,2
3,158,11,0.5,44,69,32.06,2
2,151,12,0.5,46,48,53.02,2
2,187,13,0.5,35,56,44.6,2
3,104,13,0.5,35,39,61.58,2
3,144,20,0.5,34,50,50.57,2
1,155,20,0.5,26,47,53.17,2
3,146,16,0.5,38,42,58.68,2
3,139,11,0.5,25,33,67.09,2
3,147,12,0.5,31,61,39.55,2
2,152,12,0.5,37,46,54.7,2
2,114,14,0.5,43,44,56.84,2
3,171,15,0.5,38,61,39.71,2
3,156,14,0.5,42,44,56.84,2
1,153,16,0.5,29,37,63.27,2
3,123,14,0.5,40,49,51.79,2
3,146,11,0.5,45,32,68.93,2
1,107,20,0.5,41,70,30.99,2
2,116,11,0.5,41,68,32.97,2
3,162,18,0.5,36,59,41.69,2
2,122,11,0.5,27,34,66.17,2
1,160,17,0.5,40,48,52.71,2
1,191,15,0.5,39,41,59.75,2
2,133,16,0.5,40,36,64.64,2
1,110,19,0.5,26,67,33.28,2
1,159,17,0.5,30,50,50.42,2
3,136,13,0.5,26,38,62.2,2
3,167,12,0.5,32,36,64.34,2
1,133,14,0.5,45,42,58.98,2
1,125,18,0.5,33,50,50.57,2
3,197,12,0.5,36,48,52.56,2
2,104,17,0.5,45,33,67.86,2
3,107,15,0.5,41,40,60.82,2
1,130,11,0.5,28,38,62.2,2
1,154,20,0.5,42,33,67.7,2
1,123,12,0.5,38,50,50.72,2
3,154,11,0.5,33,39,61.43,2
2,180,18,0.5,50,57,44.14,2
3,181,16,0.5,46,70,31.14,2
2,161,15,0.5,26,64,36.34,2
1,171,17,0.5,46,67,34.05,2
2,152,13,0.5,47,39,62.04,2
2,185,19,0.5,44,42,58.83,2
3,109,16,0.5,35,45,55.62,2
2,137,16,0.5,31,54,46.44,2
1,163,15,0.5,40,64,36.8,2
2,155,11,0.5,32,39,61.43,2
2,195,14,0.5,50,61,40.16,2
1,158,20,0.5,33,48,52.56,2
3,127,14,0.5,38,69,31.75,2
3,198,19,0.5,32,34,66.33,2
1,178,18,0.5,32,64,36.49,2
2,192,15,0.5,48,67,34.2,2
2,132,13,0.5,46,34,66.94,2
3,104,17,0.5,39,64,36.8,2
1,137,14,0.5,47,45,56.08,2
3,117,13,0.5,37,60,40.78,2
3,112,18,0.5,26,40,60.21,2
3,165,12,0.5,30,38,62.35,2
1,133,19,0.5,33,39,61.43,2
2,164,18,0.5,39,55,45.83,2
3,158,14,0.5,33,64,36.65,2
3,162,15,0.5,35,64,36.65,2
2,135,20,0.5,27,33,67.25,2
1,160,18,0.5,27,58,42.31,2
3,138,16,0.5,39,37,63.73,2
3,173,20,0.5,31,60,40.47,2
2,122,15,0.5,47,51,50.11,2
3,110,12,0.5,49,36,65.1,2
3,177,18,0.5,41,35,65.72,2
3,121,18,0.5,50,61,40.16,2
2,183,14,0.5,41,35,65.72,2
2,107,18,0.5,42,65,35.88,2
1,198,16,0.5,50,40,61.13,2
3,133,12,0.5,40,62,38.79,2
3,147,17,0.5,29,55,45.37,2
3,163,14,0.5,27,68,32.36,2
1,137,19,0.5,40,32,68.62,2
2,170,13,0.5,32,54,46.44,2
3,169,17,0.5,33,70,30.68,2
1,177,13,0.5,38,50,50.72,2
3,155,12,0.5,36,49,51.64,2
2,194,17,0.5,31,41,59.44,2
3,117,18,0.5,27,32,68.16,2
3,192,11,0.5,42,48,52.86,2
2,108,19,0.5,38,51,49.65,2
3,122,20,0.5,50,33,68.01,2
2,194,14,0.5,42,42,58.83,2
3,191,15,0.5,27,50,50.26,2
3,157,20,0.5,38,45,55.62,2
2,164,19,0.5,47,70,31.14,2
1,185,18,0.5,26,59,41.24,2
3,163,16,0.5,48,50,51.03,2
2,192,20,0.5,28,43,57.3,2
3,105,12,0.5,29,60,40.47,2
3,107,12,0.5,38,56,44.75,2
3,133,15,0.5,27,64,36.34,2
3,101,20,0.5,35,69,31.75,2
3,126,16,0.5,46,36,64.95,2
1,199,15,0.5,28,38,62.2,2
2,144,13,0.5,45,57,43.99,2
2,148,15,0.5,28,51,49.34,2
3,192,18,0.5,32,37,63.42,2
3,171,11,0.5,42,45,55.77,2
2,179,13,0.5,48,48,53.02,2
3,107,20,0.5,44,48,52.86,2
1,173,13,0.5,43,44,56.84,2
3,109,12,0.5,36,54,46.59,2
1,150,15,0.5,38,49,51.64,2
2,131,12,0.5,34,53,47.51,2
1,191,14,0.5,42,43,57.76,2
3,166,19,0.5,39,46,54.7,2
2,116,14,0.5,38,53,47.66,2
1,173,12,0.5,31,48,52.4,2
1,105,12,0.5,48,62,39.09,2
2,178,18,0.5,39,53,47.81,2
3,114,13,0.5,43,52,48.89,2
3,196,16,0.5,39,48,52.71,2
3,162,11,0.5,35,66,34.66,2
3,177,17,0.5,44,52,48.89,2
3,148,20,0.5,46,44,56.99,2
2,107,12,0.5,40,60,40.78,2
1,121,14,0.5,50,52,49.19,2
1,150,14,0.5,30,69,31.44,2
2,159,15,0.5,43,32,68.78,2
1,198,16,0.5,36,54,46.59,2
1,158,11,0.5,36,63,37.72,2
1,196,14,0.5,40,60,40.78,2
1,142,11,0.5,33,54,46.59,2
2,117,15,0.5,28,38,62.2,2
2,114,14,0.5,48,44,56.99,2
1,115,14,0.5,41,37,63.73,2
2,142,15,0.5,45,52,49.04,2
2,160,19,0.5,28,65,35.42,2
3,110,19,0.5,38,64,36.8,2
3,135,14,0.5,27,42,58.22,2
1,135,18,0.5,38,33,67.55,2
2,135,15,0.5,26,49,51.18,2
3,162,11,0.5,50,56,45.21,2
3,117,20,0.5,36,58,42.61,2
1,190,13,0.5,48,59,42.15,2
1,173,19,0.5,34,53,47.51,2
1,189,18,0.5,41,32,68.78,2
1,187,14,0.5,44,64,36.95,2
2,180,18,0.5,48,35,66.02,2
1,197,19,0.5,27,46,54.24,2
3,126,17,0.5,33,62,38.63,2
1,111,16,0.5,43,52,48.89,2
3,104,14,0.5,29,32,68.32,2
3,149,20,0.5,47,58,43.07,2
1,169,19,0.5,31,49,51.49,2
2,102,15,0.5,39,46,54.7,2
2,149,18,0.5,36,54,46.59,2
1,177,19,0.5,35,32,68.47,2
3,198,14,0.5,36,40,60.51,2
3,197,15,0.5,35,34,66.48,2
2,160,14,0.5,44,60,40.93,2
2,105,17,0.5,47,66,35.12,2
3,148,20,0.5,41,68,32.97,2
1,148,17,0.5,33,36,64.49,2
1,169,18,0.5,31,59,41.54,2
2,183,13,0.5,30,58,42.46,2
2,186,13,0.5,35,65,35.73,2
1,140,15,0.5,40,56,44.75,2
3,198,19,0.5,28,46,54.24,2
2,200,13,0.5,27,44,56.23,2
3,148,13,0.5,44,55,45.98,2
1,192,15,0.5,48,55,46.13,2
1,141,14,0.5,37,41,59.6,2
2,179,11,0.5,38,43,57.61,2
3,172,12,0.5,31,45,55.46,2
3,179,14,0.5,42,61,39.86,2
2,176,19,0.5,30,57,43.38,2
3,141,14,0.5,45,52,49.04,2
2,157,12,0.5,31,64,36.49,2
2,137,12,0.5,35,39,61.58,2
3,120,18,0.5,50,45,56.08,2
3,119,12,0.5,42,46,54.85,2
1,191,15,0.5,41,40,60.82,2
3,154,18,0.5,27,37,63.27,2
1,189,14,0.5,46,47,53.93,2
2,107,12,0.5,30,32,68.32,2
1,122,11,0.5,29,32,68.32,2
1,125,20,0.5,48,55,46.13,2
2,198,15,0.5,45,47,53.93,2
1,157,20,0.5,35,31,69.54,2
3,148,13,0.5,48,59,42.15,2
2,164,18,0.5,46,58,43.07,2
3,158,12,0.5,40,62,38.79,2
2,189,11,0.5,45,32,68.93,2
1,103,20,0.5,38,60,40.78,2
3,172,16,0.5,50,46,55.16,2
3,194,19,0.5,29,56,44.45,2
3,142,11,0.5,27,56,44.3,2
2,135,12,0.5,44,67,34.05,2
3,124,18,0.5,42,43,57.76,2
1,112,15,0.5,34,37,63.42,2
3,135,19,0.5,36,51,49.65,2
2,168,17,0.5,31,32,68.32,2
2,182,15,0.5,38,54,46.74,2
